,,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"023",,,,"MAJOR BASIC PAN 1 23",,,,,
,31,,1,,0,,,-1,,,"BC558R",,,,,,"Mayo Dissect Scissors Tc 9"" Str Blvd Bld",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN008",,,,,,,,,,,"S/N:",,"006",,,,"MAJOR BASIC PAN 2 6",,,,,
,32,,2,,1,,,-1,,,"LC410",,,,,,"Appl Ligaclip  Lrg/Lng (Yellow Handle Cover)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"MAJOR BASIC PAN 2 7",,,,,
,12,,1,,0,,,-1,,,"48-1825",,,,,,"Retractor Deaver Long 1-1/2""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN009",,,,,,,,,,,"S/N:",,"003",,,,"MINOR BASIC 3",,,,,
,10,,4,,3,,,-1,,,"BH443R",,,,,,"Clamp Pean (Kelly) 6-1/4"" Cvd.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"023",,,,"MINOR BASIC 23",,,,,
,24,,1,,0,,,-1,,,"BC263R",,,,,,"Scissors Metzenbaum  Cvd 7 In",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"028",,,,"MINOR BASIC 28",,,,,
,13,,2,,1,,,-1,,,"EA031R",,,,,,"Babcock Tissue Clamp 6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN010",,,,,,,,,,,"S/N:",,"003",,,,"RECTAL GENERAL 3",,,,,
,12,,1,,0,,,-1,,,"SU860",,,,,,"Stewart Crypt Hook 8-1/2"" Hook 7/8""",,,,,
,25,,1,,0,,,-1,,,"SU162",,,,,,"Sawyer Rectal Retractor Sm",,,,,
,26,,1,,0,,,-1,,,"202150",,,,,,"Retractor Sawyer Rectal Small",,,,,
,27,,1,,0,,,-1,,,"202151",,,,,,"Retractor Sawyer Rectal Med",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN012",,,,,,,,,,,"S/N:",,"003",,,,"RETR UPPER HAND 3",,,,,
,2,,2,,1,,,-1,,,"166000",,,,,,"Polyclamp",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN014",,,,,,,,,,,"S/N:",,"002",,,,"RECTAL FISTULA GEN 2",,,,,
,6,,1,,0,,,-1,,,"OP7030-034",,,,,,"Williams Lacrimal Probe 5-1/2"" #3/4",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN021",,,,,,,,,,,"S/N:",,"001",,,,"RETR PELVIC LTD GEN 1",,,,,
,21,,1,,0,,,-1,,,"E1502",,,,,,"Cautery Tip Extender Reusable (DO NOT THROW AWAY)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"RETR PELVIC LTD GEN 3",,,,,
,15,,1,,0,,,-1,,,"SU-6129",,,,,,"Clamp Glassman Ant Resection 2""",,,,,
,19,,1,,0,,,-1,,,"01-0500",,,,,,"Cord Light",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN024",,,,,,,,,,,"S/N:",,"002",,,,"SCOPE COLON FLEX GEN 2",,,,,
,4,,1,,0,,,-1,,,"MB358",,,,,,"Biopsy Valve  Semi-Disposable",,,,,
,5,,1,,0,,,-1,,,"MH438",,,,,,"Air/Water Valve",,,,,
,6,,1,,0,,,-1,,,"MH443",,,,,,"Suction Valve",,,,,
,9,,1,,0,,,-1,,,"MAJ-901",,,,,,"Water Container",,,,,
,10,,1,,0,,,-1,,,"0108",,,,,,"Lid That Has Water Tube Connected To It",,,,,
,11,,1,,0,,,-1,,,"0109",,,,,,"Green O Ring",,,,,
,12,,1,,0,,,-1,,,"0110",,,,,,"Bottle (Can Be Opaque Or Clear)",,,,,
,13,,1,,0,,,-1,,,"0111",,,,,,"Bottle Protector White (For Clear Bottle Only)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN025",,,,,,,,,,,"S/N:",,"006",,,,"RETR THOMPSON BLD GEN 6",,,,,
,6,,1,,0,,,-1,,,"43032",,,,,,"Wrench",,,,,
,9,,6,,5,,,-1,,,"45003L",,,,,,"Handle Interchangable Blade",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN028",,,,,,,,,,,"S/N:",,"002",,,,"DR EVANS ABDOMINAL SPECIALS 2",,,,,
,23,,2,,1,,,-1,,,"CHO6159",,,,,,"Castros Non-Locking",,,,,
,41,,2,,1,,,-1,,,"FB370R",,,,,,"Clamp 2"" Str Cooley Jaw 21.8cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR EVANS ABDOMINAL SPECIALS 3",,,,,
,41,,2,,1,,,-1,,,"FB370R",,,,,,"Clamp 2"" Str Cooley Jaw 21.8cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN029",,,,,,,,,,,"S/N:",,"001",,,,"DR EVANS NECK SPECIALS 1",,,,,
,39,,2,,1,,,-1,,,"B3014-1",,,,,,"Forceps Bipolar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DR EVANS NECK SPECIALS 2",,,,,
,23,,2,,1,,,-1,,,"N4740",,,,,,"Penn Hook Swiv",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR EVANS NECK SPECIALS 3",,,,,
,24,,1,,0,,,-1,,,"BV070R",,,,,,"Retractor Weitlaner Sm 4-1/2""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN031",,,,,,,,,,,"S/N:",,"002",,,,"CLAMP PROFUNDA SM 2",,,,,
,3,,1,,0,,,-1,,,"6006-70",,,,,,"Needleholder-Micro- Straight Lock (17Cm)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN037",,,,,,,,,,,"S/N:",,"001",,,,"BREAST SPECIALS 1",,,,,
,16,,1,,0,,,-1,,,"400-946",,,,,,"Scissors Rees Facelift  Cvd  6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"BREAST SPECIALS 2",,,,,
,45,,2,,1,,,-1,,,"71/2205-120",,,,,,"Retractor Gelpi Perineal Sharp",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BTRA002",,,,,,,,,,,"S/N:",,"003",,,,"MAJOR VASCULAR/TRAUMA 3",,,,,
,16,,2,,1,,,-1,,,"37-1141",,,,,,"Clamp Debakey Aorta  10-1/2"" Cvd 85mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"CVICU002",,,,,,,,,,,"S/N:",,"001",,,,"CHEST SET CVICU 1",,,,,
,8,,2,,1,,,-1,,,"BF122R",,,,,,"Clamp Ring Forceps",,,,,
,16,,2,,0,,,-2,,,"510415",,,,,,"Crile Wood Needle Holder Tc 9""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECANCTR001",,,,,,,,,,,"S/N:",,"002",,,,"MINOR SET CANCER CENTER 2",,,,,
,1,,2,,1,,,-1,,,"BH111R",,,,,,"Clamp Mosquito Cvd 5""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECANCTR010",,,,,,,,,,,"S/N:",,"001",,,,"TRACH EMERGENCY HOPE 1",,,,,
,8,,1,,0,,,-1,,,"26-3861",,,,,,"Needle Holder Castro",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECLI015",,,,,,,,,,,"S/N:",,"002",,,,"STEREOTACTIC HEAD FRAME GAMMA KNIFE 2",,,,,
,17,,2,,0,,,-2,,,"60136-01",,,,,,"Ear Bars",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECLI037",,,,,,,,,,,"S/N:",,"001",,,,"I R STRYKER ASNIS 6.5/8.0 SS ""C"" I R 1",,,,,
,2,,1,,0,,,-1,,,"702625",,,,,,"Cleaning Stylet 3.2mm",,,,,
,25,,6,,5,,,-1,,,"390016",,,,,,"Washer 13mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL001",,,,,,,,,,,"S/N:",,"002",,,,"EXCISION KIT DERM CLINIC 2",,,,,
,2,,1,,0,,,-1,,,"9-100",,,,,,"Spencer Stitch Scissors 3-1/2"" Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"EXCISION KIT DERM CLINIC 3",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"EXCISION KIT DERM CLINIC 4",,,,,
,2,,1,,0,,,-1,,,"9-100",,,,,,"Spencer Stitch Scissors 3-1/2"" Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL002",,,,,,,,,,,"S/N:",,"001",,,,"FACE KIT DERM CLINIC 1",,,,,
,2,,1,,0,,,-1,,,"6-120",,,,,,"Adson Tissue Forceps 4-3/4"" W/th Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"FACE KIT DERM CLINIC 2",,,,,
,2,,1,,0,,,-1,,,"6-120",,,,,,"Adson Tissue Forceps 4-3/4"" W/th Del",,,,,
,4,,1,,0,,,-1,,,"105-84-1",,,,,,"Siegel Knife Handle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EED004",,,,,,,,,,,"S/N:",,"001",,,,"THORACOTOMY TRAY 1",,,,,
,11,,1,,0,,,-1,,,"23-8538",,,,,,"Clamp Satinsky",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU007",,,,,,,,,,,"S/N:",,"002",,,,"MINOR GU PAN 2",,,,,
,16,,2,,1,,,-1,,,"BJ103R",,,,,,"Gemini Clamp 8""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU022",,,,,,,,,,,"S/N:",,"001",,,,"JEWITTS SOUNDS STRAIGHT 1",,,,,
,4,,1,,0,,,-1,,,"GU 4060-012",,,,,,"Jewitts Sounds 12 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"JEWITTS SOUNDS STRAIGHT 2",,,,,
,11,,1,,0,,,-1,,,"GU 4060-026",,,,,,"Jewitts Sounds 26 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU029",,,,,,,,,,,"S/N:",,"003",,,,"LIGASURE APPLIERS 3",,,,,
,5,,1,,0,,,-1,,,"LS2110",,,,,,"Right Angle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN006",,,,,,,,,,,"S/N:",,"006",,,,"D&C 6",,,,,
,10,,1,,0,,,-1,,,"EO085R",,,,,,"Bozemann Douglas Forceps 10-1/4"" S-Cvd",,,,,
,52,,1,,0,,,-1,,,"212662",,,,,,"Hank Dilator 11/12fr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"D&C 7",,,,,
,10,,1,,0,,,-1,,,"EO085R",,,,,,"Bozemann Douglas Forceps 10-1/4"" S-Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN011",,,,,,,,,,,"S/N:",,"002",,,,"DILATOR SINGLE END 1/2 SZ/GYN 2",,,,,
,2,,1,,0,,,-1,,,"R28-710",,,,,,"1mm   Single - Ended Dilator",,,,,
,4,,1,,0,,,-1,,,"R28-711",,,,,,"2mm   Single - Ended Dilator",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN016",,,,,,,,,,,"S/N:",,"001",,,,"HYSTEROSALPINGOGRAM 1",,,,,
,5,,1,,0,,,-1,,,"ER 876 201",,,,,,"Cannula Acorn Cohn Eder Sm.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN024",,,,,,,,,,,"S/N:",,"002",,,,"LAPSC SUTURING/GYN 2",,,,,
,5,,1,,0,,,-1,,,"600-289",,,,,,"Knot Pusher  5mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN033",,,,,,,,,,,"S/N:",,"002",,,,"RETR BOOKWALTER AESCULAP PAN 1/GYN 2",,,,,
,11,,3,,2,,,-1,,,"MB534",,,,,,"Balfour Bladder Blade 3x2-1/2""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN046",,,,,,,,,,,"S/N:",,"005",,,,"TAH PAN 1 5",,,,,
,25,,1,,0,,,-1,,,"BC565R",,,,,,"Mayo Scissors 8-1/2"" Cvd",,,,,
,29,,1,,0,,,-1,,,"BC559R",,,,,,"Scissors Mayo TC 9"" Cvd Blvd Bld",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN049",,,,,,,,,,,"S/N:",,"004",,,,"TVH PAN 1 4",,,,,
,3,,1,,0,,,-1,,,"0139",,,,,,"Towel Clip Plastic ( blue or orange) not disposible",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN077",,,,,,,,,,,"S/N:",,"001",,,,"MINOR GYN 1",,,,,
,1,,1,,0,,,-1,,,"0139",,,,,,"Towel Clip Plastic ( blue or orange) not disposible",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN079",,,,,,,,,,,"S/N:",,"002",,,,"RETR BOOKWALTER CODMAN PAN 1/GYN 2",,,,,
,13,,8,,7,,,-1,,,"C50-4580",,,,,,"Tilt Ratchet Mechanism",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D001",,,,,,,,,,,"S/N:",,"001",,,,"CERCLAGE TRAY 1",,,,,
,4,,2,,1,,,-1,,,"500-195",,,,,,"Retractor Heaney Simon Hysterectomy 10-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D003",,,,,,,,,,,"S/N:",,"001",,,,"D&C INST L & D 1",,,,,
,18,,1,,0,,,-1,,,"BD581R",,,,,,"Tissue Forceps 8"" 2x3/th",,,,,
,22,,1,,0,,,-1,,,"ER101R",,,,,,"Simon Uterine Scoop 9-1/2"" 6.8mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D011",,,,,,,,,,,"S/N:",,"001",,,,"VAGINAL DELIVERY SET-UP 1",,,,,
,14,,2,,0,,,-2,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"018",,,,"VAGINAL DELIVERY SET-UP 18",,,,,
,10,,1,,0,,,-1,,,"460620",,,,,,"Scissors Mayo Long Str",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT006",,,,,,,,,,,"S/N:",,"001",,,,"A/O 3.5MM CANNULATED SCREW SET 1",,,,,
,19,,1,,0,,,-1,,,"319.38",,,,,,"Stylet Cleaning 1.25mm",,,,,
,55,,2,,1,,,-1,,,"205.032",,,,,,"Screw 32mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT007",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.0MM CANNULATED SCREW SET 1",,,,,
,26,,3,,2,,,-1,,,"207.626",,,,,,"Screw 26mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O 4.0MM CANNULATED SCREW SET 2",,,,,
,27,,3,,2,,,-1,,,"207.628",,,,,,"Screw 28mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT008",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.5MM CANNULATED SCREW SET 1",,,,,
,54,,2,,1,,,-1,,,"214.730",,,,,,"Screw 30mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT014",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.0MM CANNULATED SCREW SET 1",,,,,
,6,,1,,0,,,-1,,,"319.31",,,,,,"Trocar 2.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT019",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.3MM TI CANNULATED SCREW SET 1",,,,,
,47,,2,,1,,,-1,,,"408.840",,,,,,"Screw 40mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O 7.3MM TI CANNULATED SCREW SET 2",,,,,
,35,,2,,0,,,-2,,,"409.890",,,,,,"Screw 90mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT021",,,,,,,,,,,"S/N:",,"001",,,,"A/O ADJUSTABLE LARGE EX/FIX 1",,,,,
,10,,8,,7,,,-1,,,"294.785",,,,,,"Screw Schanz 5.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT022",,,,,,,,,,,"S/N:",,"001",,,,"DR RAASCH'S A/O 4.5 NON TAPPING CORTICAL SCREWS 1",,,,,
,10,,4,,3,,,-1,,,"414.032",,,,,,"Screw Cortical 32mm Ti",,,,,
,17,,4,,3,,,-1,,,"414.046",,,,,,"Screw Cortical 46mm Ti",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT027",,,,,,,,,,,"S/N:",,"001",,,,"A/O BROKEN SCREW REMOVAL 1",,,,,
,19,,1,,0,,,-1,,,"387.34",,,,,,"Extraction Screw Conical",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O BROKEN SCREW REMOVAL 2",,,,,
,19,,1,,0,,,-1,,,"387.34",,,,,,"Extraction Screw Conical",,,,,
,27,,1,,0,,,-1,,,"309.280",,,,,,"Reamer Tube For 2.7 Screws",,,,,
,33,,1,,0,,,-1,,,"311.44",,,,,,"T Handle  Quick Coupling",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT029",,,,,,,,,,,"S/N:",,"001",,,,"A/O DCS IMPLANT 1",,,,,
,10,,1,,0,,,-1,,,"281.925",,,,,,"Plate Dcs 12 Hole",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT035",,,,,,,,,,,"S/N:",,"001",,,,"A/O EXFIX LARGE 1",,,,,
,7,,1,,0,,,-1,,,"393.79",,,,,,"Drill Sleeve",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O EXFIX LARGE 2",,,,,
,8,,1,,0,,,-1,,,"394.16",,,,,,"Trocar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT037",,,,,,,,,,,"S/N:",,"001",,,,"A/O EXFIX SMALL 1",,,,,
,30,,1,,0,,,-1,,,"395.35",,,,,,"Wrench Comb. 7mm",,,,,
,36,,10,,7,,,-3,,,"395.57",,,,,,"Clamp 4.0/4.0mm Bar To Bar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT043",,,,,,,,,,,"S/N:",,"001",,,,"A/O FRAGMENT LARGE SCREW TITANIUM 1",,,,,
,19,,4,,1,,,-3,,,"414.016",,,,,,"Cort Screw Hex Titn 4.5x16mm",,,,,
,20,,4,,3,,,-1,,,"414.018",,,,,,"Cort Screw Hex Titn 4.5x18mm",,,,,
,22,,8,,6,,,-2,,,"414.022",,,,,,"Cort Screw Hex Titn 4.5x22mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT044",,,,,,,,,,,"S/N:",,"003",,,,"A/O FRAGMENT LOCKING SMALL S.S. 3",,,,,
,210,,1,,0,,,-1,,,"323.36",,,,,,"Drill Guide Universal 3.5mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"008",,,,"A/O FRAGMENT LOCKING SMALL S.S. 8",,,,,
,200,,1,,0,,,-1,,,"511.773",,,,,,"Torque Limiting Attachment",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
