,,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,,
"EDERMCL001",,,,,,,,,,,"S/N:",,"001",,,,"EXCISION KIT DERM CLINIC 1",,,,,
,2,,1,,0,,,-1,,,"9-100",,,,,,"Spencer Stitch Scissors 3-1/2"" Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"EXCISION KIT DERM CLINIC 2",,,,,
,2,,1,,0,,,-1,,,"9-100",,,,,,"Spencer Stitch Scissors 3-1/2"" Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"EXCISION KIT DERM CLINIC 3",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"EXCISION KIT DERM CLINIC 5",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL002",,,,,,,,,,,"S/N:",,"001",,,,"FACE KIT DERM CLINIC 1",,,,,
,2,,1,,0,,,-1,,,"6-120",,,,,,"Adson Tissue Forceps 4-3/4"" W/th Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"FACE KIT DERM CLINIC 2",,,,,
,2,,1,,0,,,-1,,,"6-120",,,,,,"Adson Tissue Forceps 4-3/4"" W/th Del",,,,,
,4,,1,,0,,,-1,,,"105-84-1",,,,,,"Siegel Knife Handle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU003",,,,,,,,,,,"S/N:",,"002",,,,"MAJOR GU PAN 1 2",,,,,
,8,,4,,3,,,-1,,,"BH111R",,,,,,"Clamp Mosquito Cvd 5""",,,,,
,37,,2,,0,,,-2,,,"BM078R",,,,,,"Needle Holder Hegar TC 9-3/4"" Hvy Serr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU007",,,,,,,,,,,"S/N:",,"001",,,,"MINOR GU PAN 1",,,,,
,14,,2,,0,,,-2,,,"MD469R",,,,,,"*** Discontinued Use Md469  Coller Artery Clamp 7-1/4"" Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU022",,,,,,,,,,,"S/N:",,"001",,,,"JEWITTS SOUNDS STRAIGHT 1",,,,,
,4,,1,,0,,,-1,,,"GU 4060-012",,,,,,"Jewitts Sounds 12 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"JEWITTS SOUNDS STRAIGHT 2",,,,,
,11,,1,,0,,,-1,,,"GU 4060-026",,,,,,"Jewitts Sounds 26 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU028",,,,,,,,,,,"S/N:",,"001",,,,"MAJOR VASCULAR GU 1",,,,,
,23,,1,,0,,,-1,,,"35-1505",,,,,,"Suction Tip Yankauer  Pediatric (Cherry Tip)",,,,,
,40,,1,,0,,,-1,,,"355092",,,,,,"Garrett Dilator 1.5mm 22Cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU029",,,,,,,,,,,"S/N:",,"003",,,,"LIGASURE APPLIERS 3",,,,,
,5,,1,,0,,,-1,,,"LS2110",,,,,,"Right Angle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN006",,,,,,,,,,,"S/N:",,"004",,,,"D&C 4",,,,,
,39,,2,,1,,,-1,,,"750362",,,,,,"Heaney Simon Vaginal Retractor 4-1/2x1""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"D&C 7",,,,,
,10,,1,,0,,,-1,,,"EO085R",,,,,,"Bozemann Douglas Forceps 10-1/4"" S-Cvd",,,,,
,42,,1,,0,,,-1,,,"GL25",,,,,,"Graves Vaginal Speculum Med Open Side Rt",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN011",,,,,,,,,,,"S/N:",,"002",,,,"DILATOR SINGLE END 1/2 SZ/GYN 2",,,,,
,2,,1,,0,,,-1,,,"R28-710",,,,,,"1mm   Single - Ended Dilator",,,,,
,4,,1,,0,,,-1,,,"R28-711",,,,,,"2mm   Single - Ended Dilator",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN024",,,,,,,,,,,"S/N:",,"002",,,,"LAPSC SUTURING/GYN 2",,,,,
,5,,1,,0,,,-1,,,"600-289",,,,,,"Knot Pusher  5mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN045",,,,,,,,,,,"S/N:",,"001",,,,"SECOND TRIMESTER/GYN 1",,,,,
,18,,1,,0,,,-1,,,"GL1610005",,,,,,"Curette Blunt",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN046",,,,,,,,,,,"S/N:",,"006",,,,"TAH PAN 1 6",,,,,
,28,,1,,0,,,-1,,,"BC558R",,,,,,"Mayo Dissect Scissors Tc 9"" Str Blvd Bld",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN072",,,,,,,,,,,"S/N:",,"001",,,,"SCOPE TRUCLEAR HYSTERO SET 1",,,,,
,13,,1,,0,,,-1,,,"88.03BK",,,,,,"Sealing Cap 3-4mm Black",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D002",,,,,,,,,,,"S/N:",,"008",,,,"C-SECTION INST L & D 8",,,,,
,21,,1,,0,,,-1,,,"BD051R",,,,,,"Forceps Tissue Forceps 8"" Serr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"013",,,,"C-SECTION INST L & D 13",,,,,
,22,,2,,1,,,-1,,,"BD577R",,,,,,"Forceps Tissue  5-3/4"" 2x3/th",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D003",,,,,,,,,,,"S/N:",,"001",,,,"D&C INST L & D 1",,,,,
,22,,1,,0,,,-1,,,"ER101R",,,,,,"Simon Uterine Scoop 9-1/2"" 6.8mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D011",,,,,,,,,,,"S/N:",,"004",,,,"VAGINAL DELIVERY SET-UP 4",,,,,
,8,,1,,0,,,-1,,,"BC324R",,,,,,"Suture Scissors 5-3/4"" Str S/b",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"VAGINAL DELIVERY SET-UP 7",,,,,
,8,,1,,0,,,-1,,,"BC324R",,,,,,"Suture Scissors 5-3/4"" Str S/b",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"010",,,,"VAGINAL DELIVERY SET-UP 10",,,,,
,3,,2,,0,,,-2,,,"BF433R",,,,,,"Clamp Backhaus Towel 5-1/4""(perf)",,,,,
,4,,4,,3,,,-1,,,"BH443R",,,,,,"Clamp Pean (Kelly) 6-1/4"" Cvd.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"013",,,,"VAGINAL DELIVERY SET-UP 13",,,,,
,9,,1,,0,,,-1,,,"BC547R",,,,,,"Scissors Mayo Str 6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"017",,,,"VAGINAL DELIVERY SET-UP 17",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"018",,,,"VAGINAL DELIVERY SET-UP 18",,,,,
,10,,1,,0,,,-1,,,"460620",,,,,,"Scissors Mayo Long Str",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT002",,,,,,,,,,,"S/N:",,"001",,,,"A/O 3.0MM CANNULATED SCREW SET 1",,,,,
,4,,2,,1,,,-1,,,"310.221",,,,,,"Drill Bit Cannulated 2.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT006",,,,,,,,,,,"S/N:",,"001",,,,"A/O 3.5MM CANNULATED SCREW SET 1",,,,,
,19,,1,,0,,,-1,,,"319.38",,,,,,"Stylet Cleaning 1.25mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT007",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.0MM CANNULATED SCREW SET 1",,,,,
,26,,3,,2,,,-1,,,"207.626",,,,,,"Screw 26mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT014",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.0MM CANNULATED SCREW SET 1",,,,,
,34,,2,,1,,,-1,,,"209.085",,,,,,"Cann Screw 7.0x85mm/32mm Thrd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT019",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.3MM TI CANNULATED SCREW SET 1",,,,,
,47,,2,,1,,,-1,,,"408.840",,,,,,"Screw 40mm",,,,,
,50,,2,,1,,,-1,,,"408.855",,,,,,"Screw 55mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT022",,,,,,,,,,,"S/N:",,"001",,,,"DR RAASCH'S A/O 4.5 NON TAPPING CORTICAL SCREWS 1",,,,,
,10,,4,,3,,,-1,,,"414.032",,,,,,"Screw Cortical 32mm Ti",,,,,
,17,,4,,3,,,-1,,,"414.046",,,,,,"Screw Cortical 46mm Ti",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT027",,,,,,,,,,,"S/N:",,"001",,,,"A/O BROKEN SCREW REMOVAL 1",,,,,
,19,,1,,0,,,-1,,,"387.34",,,,,,"Extraction Screw Conical",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O BROKEN SCREW REMOVAL 2",,,,,
,19,,1,,0,,,-1,,,"387.34",,,,,,"Extraction Screw Conical",,,,,
,33,,1,,0,,,-1,,,"311.44",,,,,,"T Handle  Quick Coupling",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT029",,,,,,,,,,,"S/N:",,"001",,,,"A/O DCS IMPLANT 1",,,,,
,10,,1,,0,,,-1,,,"281.925",,,,,,"Plate Dcs 12 Hole",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT033",,,,,,,,,,,"S/N:",,"002",,,,"A/O DISTRACTOR FEMORAL DELUXE 2",,,,,
,4,,2,,1,,,-1,,,"294.56",,,,,,"Screw Schanz 5.0x200mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT035",,,,,,,,,,,"S/N:",,"001",,,,"A/O EXFIX LARGE 1",,,,,
,7,,1,,0,,,-1,,,"393.79",,,,,,"Drill Sleeve",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"A/O EXFIX LARGE 3",,,,,
,8,,1,,0,,,-1,,,"394.16",,,,,,"Trocar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT037",,,,,,,,,,,"S/N:",,"001",,,,"A/O EXFIX SMALL 1",,,,,
,30,,1,,0,,,-1,,,"395.35",,,,,,"Wrench Comb. 7mm",,,,,
,36,,10,,7,,,-3,,,"395.57",,,,,,"Clamp 4.0/4.0mm Bar To Bar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT040",,,,,,,,,,,"S/N:",,"002",,,,"A/O FRAGMENT LARGE LC/DCP PLATE SS 2",,,,,
,12,,2,,1,,,-1,,,"224.59",,,,,,"Plate 9 Hole",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
