,,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,,
"BGEN014",,,,,,,,,,,"S/N:",,"002",,,,"RECTAL FISTULA GEN 2",,,,,
,6,,1,,0,,,-1,,,"OP7030-034",,,,,,"Williams Lacrimal Probe 5-1/2"" #3/4",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN018",,,,,,,,,,,"S/N:",,"001",,,,"TRACH GEN 1",,,,,
,34,,2,,1,,,-1,,,"070116",,,,,,"Jackson Tracheal Retractor D/E",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"TRACH GEN 3",,,,,
,12,,2,,0,,,-2,,,"475307",,,,,,"Clamp Coller  5-1/2"" Strong Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"006",,,,"TRACH GEN 6",,,,,
,24,,2,,1,,,-1,,,"FB400R",,,,,,"Forceps Debakey Str 6"" 2.0mm",,,,,
,33,,1,,0,,,-1,,,"070114",,,,,,"News Tracheal Retractor 6-1/4"" Sharp",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"TRACH GEN 7",,,,,
,33,,1,,0,,,-1,,,"070114",,,,,,"News Tracheal Retractor 6-1/4"" Sharp",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN020",,,,,,,,,,,"S/N:",,"001",,,,"RETR OMNI BLADE GENERAL 1",,,,,
,17,,2,,0,,,-2,,,"3870a",,,,,,"Retr Malleable Swivel 1-1/2""x 7"" Solid",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN024",,,,,,,,,,,"S/N:",,"002",,,,"SCOPE COLON FLEX GEN 2",,,,,
,4,,1,,0,,,-1,,,"MB358",,,,,,"Biopsy Valve  Semi-Disposable",,,,,
,5,,1,,0,,,-1,,,"MH438",,,,,,"Air/Water Valve",,,,,
,6,,1,,0,,,-1,,,"MH443",,,,,,"Suction Valve",,,,,
,9,,1,,0,,,-1,,,"MAJ-901",,,,,,"Water Container",,,,,
,10,,1,,0,,,-1,,,"0108",,,,,,"Lid That Has Water Tube Connected To It",,,,,
,11,,1,,0,,,-1,,,"0109",,,,,,"Green O Ring",,,,,
,12,,1,,0,,,-1,,,"0110",,,,,,"Bottle (Can Be Opaque Or Clear)",,,,,
,13,,1,,0,,,-1,,,"0111",,,,,,"Bottle Protector White (For Clear Bottle Only)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN025",,,,,,,,,,,"S/N:",,"003",,,,"RETR THOMPSON BLD GEN 3",,,,,
,23,,2,,1,,,-1,,,"46124",,,,,,"Interchangeable Malleable Retr 2-1/2x10""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN028",,,,,,,,,,,"S/N:",,"001",,,,"DR EVANS ABDOMINAL SPECIALS 1",,,,,
,34,,2,,0,,,-2,,,"MB287R",,,,,,"Grafting Suction Tube 9-1/2"" 4mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR EVANS ABDOMINAL SPECIALS 3",,,,,
,42,,2,,1,,,-1,,,"FB374R",,,,,,"Clamp 2"" Cvd Cooley Jaw 1.8cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN030",,,,,,,,,,,"S/N:",,"001",,,,"DR GAMBLIN ABDOMINAL SPECIALS 1",,,,,
,14,,3,,2,,,-1,,,"3003-418",,,,,,"Needle Holder Blue Titanium",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DR GAMBLIN ABDOMINAL SPECIALS 2",,,,,
,17,,1,,0,,,-1,,,"FB161R",,,,,,"Debakey Dilator 7-1/2"" Mall 1mm",,,,,
,19,,1,,0,,,-1,,,"FB162R",,,,,,"Debakey Dilator 7-1/2"" Mall 1.5mm",,,,,
,25,,1,,0,,,-1,,,"FB165R",,,,,,"Debakey Dilator 7-1/2"" Mall 3mm",,,,,
,31,,1,,0,,,-1,,,"FB168R",,,,,,"Debakey Dilator 7-1/2"" Mall 4.5mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN032",,,,,,,,,,,"S/N:",,"001",,,,"CLAMP ALLIS ADAIR 1",,,,,
,2,,2,,1,,,-1,,,"CH1565",,,,,,"Allis Adair Tissue Clamp 9""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN037",,,,,,,,,,,"S/N:",,"001",,,,"BREAST SPECIALS 1",,,,,
,26,,2,,1,,,-1,,,"G-134",,,,,,"Forceps Martin 6""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"BREAST SPECIALS 5",,,,,
,16,,1,,0,,,-1,,,"400-946",,,,,,"Scissors Rees Facelift  Cvd  6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"BREAST SPECIALS 7",,,,,
,19,,1,,0,,,-1,,,"640200",,,,,,"Scissors Potts Smith",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN038",,,,,,,,,,,"S/N:",,"004",,,,"SMALL PROCEDURE PAN GENERAL 4",,,,,
,12,,1,,0,,,-1,,,"BC569R",,,,,,"Mayo Noble Scissors 6-3/4"" Cvd Broad Bld",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BTRA001",,,,,,,,,,,"S/N:",,"002",,,,"TRACH TRAUMA  2",,,,,
,21,,2,,1,,,-1,,,"BT200R",,,,,,"Retractor Vein",,,,,
,26,,1,,0,,,-1,,,"GF917R",,,,,,"Adson Suction Cannula 7-1/2"" 11fr Slt-cvd Tip 4mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BTRA002",,,,,,,,,,,"S/N:",,"003",,,,"MAJOR VASCULAR/TRAUMA 3",,,,,
,16,,2,,1,,,-1,,,"37-1141",,,,,,"Clamp Debakey Aorta  10-1/2"" Cvd 85mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"CVICU002",,,,,,,,,,,"S/N:",,"001",,,,"CHEST SET CVICU 1",,,,,
,3,,4,,3,,,-1,,,"BF461R",,,,,,"Clamp Towel Sm- Non Perf",,,,,
,8,,2,,1,,,-1,,,"BF122R",,,,,,"Clamp Ring Forceps",,,,,
,16,,2,,0,,,-2,,,"510415",,,,,,"Crile Wood Needle Holder Tc 9""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECANCTR010",,,,,,,,,,,"S/N:",,"001",,,,"TRACH EMERGENCY HOPE 1",,,,,
,8,,1,,0,,,-1,,,"26-3861",,,,,,"Needle Holder Castro",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECLI022",,,,,,,,,,,"S/N:",,"002",,,,"MINOR TRAY TX CLINIC",,,,,
,7,,1,,0,,,-1,,,"BD222R",,,,,,"Forceps Adson W/O Teeth",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECLI037",,,,,,,,,,,"S/N:",,"001",,,,"I R STRYKER ASNIS 6.5/8.0 SS ""C"" I R 1",,,,,
,2,,1,,0,,,-1,,,"702625",,,,,,"Cleaning Stylet 3.2mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL001",,,,,,,,,,,"S/N:",,"001",,,,"EXCISION KIT DERM CLINIC 1",,,,,
,4,,1,,0,,,-1,,,"5-306",,,,,,"Iris Scissors 4-1/2"" Cvd S/s",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"EXCISION KIT DERM CLINIC 2",,,,,
,2,,1,,0,,,-1,,,"9-100",,,,,,"Spencer Stitch Scissors 3-1/2"" Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"EXCISION KIT DERM CLINIC 3",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"EXCISION KIT DERM CLINIC 4",,,,,
,3,,1,,0,,,-1,,,"5-300",,,,,,"Iris Scissors 4"" Str S/s",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"EXCISION KIT DERM CLINIC 5",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL002",,,,,,,,,,,"S/N:",,"002",,,,"FACE KIT DERM CLINIC 2",,,,,
,4,,1,,0,,,-1,,,"105-84-1",,,,,,"Siegel Knife Handle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU003",,,,,,,,,,,"S/N:",,"002",,,,"MAJOR GU PAN 1 2",,,,,
,37,,2,,0,,,-2,,,"BM078R",,,,,,"Needle Holder Hegar TC 9-3/4"" Hvy Serr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU004",,,,,,,,,,,"S/N:",,"002",,,,"MAJOR GU PAN 2 2",,,,,
,33,,2,,1,,,-1,,,"OM671R",,,,,,"Yankauer Suction Tube 11-1/4"" 4.8mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU022",,,,,,,,,,,"S/N:",,"001",,,,"JEWITTS SOUNDS STRAIGHT 1",,,,,
,4,,1,,0,,,-1,,,"GU 4060-012",,,,,,"Jewitts Sounds 12 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"JEWITTS SOUNDS STRAIGHT 2",,,,,
,11,,1,,0,,,-1,,,"GU 4060-026",,,,,,"Jewitts Sounds 26 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU028",,,,,,,,,,,"S/N:",,"001",,,,"MAJOR VASCULAR GU 1",,,,,
,40,,1,,0,,,-1,,,"355092",,,,,,"Garrett Dilator 1.5mm 22Cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU029",,,,,,,,,,,"S/N:",,"003",,,,"LIGASURE APPLIERS 3",,,,,
,5,,1,,0,,,-1,,,"LS2110",,,,,,"Right Angle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN006",,,,,,,,,,,"S/N:",,"001",,,,"D&C 1",,,,,
,43,,1,,0,,,-1,,,"212750",,,,,,"Sims Uterine Curette 11"" Sharp #1 Mall",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"D&C 7",,,,,
,10,,1,,0,,,-1,,,"EO085R",,,,,,"Bozemann Douglas Forceps 10-1/4"" S-Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN011",,,,,,,,,,,"S/N:",,"002",,,,"DILATOR SINGLE END 1/2 SZ/GYN 2",,,,,
,2,,1,,0,,,-1,,,"R28-710",,,,,,"1mm   Single - Ended Dilator",,,,,
,4,,1,,0,,,-1,,,"R28-711",,,,,,"2mm   Single - Ended Dilator",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN016",,,,,,,,,,,"S/N:",,"003",,,,"HYSTEROSALPINGOGRAM 3",,,,,
,5,,1,,0,,,-1,,,"ER 876 201",,,,,,"Cannula Acorn Cohn Eder Sm.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN046",,,,,,,,,,,"S/N:",,"001",,,,"TAH PAN 1 1",,,,,
,30,,1,,0,,,-1,,,"BC279R",,,,,,"Nelson Metz Scissors Tc 10-1/4"" Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D001",,,,,,,,,,,"S/N:",,"001",,,,"CERCLAGE TRAY 1",,,,,
,9,,2,,0,,,-2,,,"BH167R",,,,,,"Clamp Criles  Cvd 6""",,,,,
,13,,1,,0,,,-1,,,"BC324R",,,,,,"Suture Scissors 5-3/4"" Str S/b",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D003",,,,,,,,,,,"S/N:",,"001",,,,"D&C INST L & D 1",,,,,
,22,,1,,0,,,-1,,,"ER101R",,,,,,"Simon Uterine Scoop 9-1/2"" 6.8mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D011",,,,,,,,,,,"S/N:",,"015",,,,"VAGINAL DELIVERY SET-UP 15",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"019",,,,"VAGINAL DELIVERY SET-UP 19",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"020",,,,"VAGINAL DELIVERY SET-UP 20",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT002",,,,,,,,,,,"S/N:",,"001",,,,"A/O 3.0MM CANNULATED SCREW SET 1",,,,,
,4,,2,,1,,,-1,,,"310.221",,,,,,"Drill Bit Cannulated 2.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT007",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.0MM CANNULATED SCREW SET 1",,,,,
,26,,3,,2,,,-1,,,"207.626",,,,,,"Screw 26mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT008",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.5MM CANNULATED SCREW SET 1",,,,,
,54,,2,,1,,,-1,,,"214.730",,,,,,"Screw 30mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT012",,,,,,,,,,,"S/N:",,"002",,,,"A/O ORTHOPAEDIC TRAUMA SCREWDRIVER SET 2",,,,,
,6,,1,,0,,,-1,,,"314.467",,,,,,"Shaft Screwdriver T8",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT014",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.0MM CANNULATED SCREW SET 1",,,,,
,34,,2,,1,,,-1,,,"209.085",,,,,,"Cann Screw 7.0x85mm/32mm Thrd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT015",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.3MM CANN SCREWS FULL THRD & LONG 16 & 32 THRD 1",,,,,
,23,,2,,1,,,-1,,,"209.675",,,,,,"75mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT019",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.3MM TI CANNULATED SCREW SET 1",,,,,
,47,,2,,1,,,-1,,,"408.840",,,,,,"Screw 40mm",,,,,
,50,,2,,1,,,-1,,,"408.855",,,,,,"Screw 55mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT022",,,,,,,,,,,"S/N:",,"001",,,,"DR RAASCH'S A/O 4.5 NON TAPPING CORTICAL SCREWS 1",,,,,
,10,,4,,3,,,-1,,,"414.032",,,,,,"Screw Cortical 32mm Ti",,,,,
,17,,4,,3,,,-1,,,"414.046",,,,,,"Screw Cortical 46mm Ti",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT027",,,,,,,,,,,"S/N:",,"001",,,,"A/O BROKEN SCREW REMOVAL 1",,,,,
,19,,1,,0,,,-1,,,"387.34",,,,,,"Extraction Screw Conical",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O BROKEN SCREW REMOVAL 2",,,,,
,19,,1,,0,,,-1,,,"387.34",,,,,,"Extraction Screw Conical",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT028",,,,,,,,,,,"S/N:",,"001",,,,"A/O CABLE SYSTEM 1",,,,,
,17,,1,,0,,,-1,,,"391.883",,,,,,"Attachment Bit",,,,,
,19,,1,,0,,,-1,,,"391.201",,,,,,"Cable Tensioner",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT029",,,,,,,,,,,"S/N:",,"001",,,,"A/O DCS IMPLANT 1",,,,,
,10,,1,,0,,,-1,,,"281.925",,,,,,"Plate Dcs 12 Hole",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT035",,,,,,,,,,,"S/N:",,"001",,,,"A/O EXFIX LARGE 1",,,,,
,7,,1,,0,,,-1,,,"393.79",,,,,,"Drill Sleeve",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT037",,,,,,,,,,,"S/N:",,"001",,,,"A/O EXFIX SMALL 1",,,,,
,30,,1,,0,,,-1,,,"395.35",,,,,,"Wrench Comb. 7mm",,,,,
,36,,10,,7,,,-3,,,"395.57",,,,,,"Clamp 4.0/4.0mm Bar To Bar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT040",,,,,,,,,,,"S/N:",,"002",,,,"A/O FRAGMENT LARGE LC/DCP PLATE SS 2",,,,,
,12,,2,,1,,,-1,,,"224.59",,,,,,"Plate 9 Hole",,,,,
,19,,2,,1,,,-1,,,"226.58",,,,,,"Plate 8 Hole",,,,,1
