,,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"006",,,,"TRACH GEN 6",,,,,
,24,,2,,1,,,-1,,,"FB400R",,,,,,"Forceps Debakey Str 6"" 2.0mm",,,,,
,33,,1,,0,,,-1,,,"070114",,,,,,"News Tracheal Retractor 6-1/4"" Sharp",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"TRACH GEN 7",,,,,
,33,,1,,0,,,-1,,,"070114",,,,,,"News Tracheal Retractor 6-1/4"" Sharp",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN024",,,,,,,,,,,"S/N:",,"002",,,,"SCOPE COLON FLEX GEN 2",,,,,
,4,,1,,0,,,-1,,,"MB358",,,,,,"Biopsy Valve  Semi-Disposable",,,,,
,5,,1,,0,,,-1,,,"MH438",,,,,,"Air/Water Valve",,,,,
,6,,1,,0,,,-1,,,"MH443",,,,,,"Suction Valve",,,,,
,9,,1,,0,,,-1,,,"MAJ-901",,,,,,"Water Container",,,,,
,10,,1,,0,,,-1,,,"0108",,,,,,"Lid That Has Water Tube Connected To It",,,,,
,11,,1,,0,,,-1,,,"0109",,,,,,"Green O Ring",,,,,
,12,,1,,0,,,-1,,,"0110",,,,,,"Bottle (Can Be Opaque Or Clear)",,,,,
,13,,1,,0,,,-1,,,"0111",,,,,,"Bottle Protector White (For Clear Bottle Only)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN025",,,,,,,,,,,"S/N:",,"002",,,,"RETR THOMPSON BLD GEN 2",,,,,
,3,,6,,5,,,-1,,,"42126LC",,,,,,"Clamp Clip on Cam Latch Joint",,,,,
,23,,2,,1,,,-1,,,"46124",,,,,,"Interchangeable Malleable Retr 2-1/2x10""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"RETR THOMPSON BLD GEN 5",,,,,
,4,,1,,0,,,-1,,,"43032",,,,,,"Wrench",,,,,
,11,,2,,1,,,-1,,,"46141",,,,,,"Interchangeable Balfour Retr 3-1/4x3""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN028",,,,,,,,,,,"S/N:",,"001",,,,"DR EVANS ABDOMINAL SPECIALS 1",,,,,
,15,,1,,0,,,-1,,,"100-297",,,,,,"Reynolds Scissors 7"" Cvd Narrow Tip",,,,,
,40,,2,,1,,,-1,,,"FB329R",,,,,,"Clamp Bulldogs Baby Curved",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"DR EVANS ABDOMINAL SPECIALS 3",,,,,
,42,,2,,1,,,-1,,,"FB374R",,,,,,"Clamp 2"" Cvd Cooley Jaw 1.8cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN029",,,,,,,,,,,"S/N:",,"002",,,,"DR EVANS NECK SPECIALS 2",,,,,
,23,,2,,1,,,-1,,,"N4740",,,,,,"Penn Hook Swiv",,,,,
,37,,2,,1,,,-1,,,"B3014-1",,,,,,"Forceps Bipolar",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN031",,,,,,,,,,,"S/N:",,"002",,,,"CLAMP PROFUNDA SM 2",,,,,
,1,,2,,0,,,-2,,,"353494",,,,,,"Gregory Profunda Short Shaft",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"CLAMP PROFUNDA SM 4",,,,,
,4,,2,,1,,,-1,,,"BC181R",,,,,,"Scissor    Tenotomy(8')",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN032",,,,,,,,,,,"S/N:",,"001",,,,"CLAMP ALLIS ADAIR 1",,,,,
,2,,2,,1,,,-1,,,"CH1565",,,,,,"Allis Adair Tissue Clamp 9""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN037",,,,,,,,,,,"S/N:",,"001",,,,"BREAST SPECIALS 1",,,,,
,26,,2,,1,,,-1,,,"G-134",,,,,,"Forceps Martin 6""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"BREAST SPECIALS 2",,,,,
,16,,1,,0,,,-1,,,"400-946",,,,,,"Scissors Rees Facelift  Cvd  6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"BREAST SPECIALS 3",,,,,
,16,,1,,0,,,-1,,,"400-946",,,,,,"Scissors Rees Facelift  Cvd  6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN038",,,,,,,,,,,"S/N:",,"004",,,,"SMALL PROCEDURE PAN GENERAL 4",,,,,
,15,,2,,0,,,-2,,,"600-455",,,,,,"S-Retractor 1/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BTRA001",,,,,,,,,,,"S/N:",,"002",,,,"TRACH TRAUMA  2",,,,,
,21,,2,,1,,,-1,,,"BT200R",,,,,,"Retractor Vein",,,,,
,26,,1,,0,,,-1,,,"GF917R",,,,,,"Adson Suction Cannula 7-1/2"" 11fr Slt-cvd Tip 4mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BTRA002",,,,,,,,,,,"S/N:",,"003",,,,"MAJOR VASCULAR/TRAUMA 3",,,,,
,16,,2,,1,,,-1,,,"37-1141",,,,,,"Clamp Debakey Aorta  10-1/2"" Cvd 85mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"CVICU002",,,,,,,,,,,"S/N:",,"001",,,,"CHEST SET CVICU 1",,,,,
,3,,4,,3,,,-1,,,"BF461R",,,,,,"Clamp Towel Sm- Non Perf",,,,,
,8,,2,,1,,,-1,,,"BF122R",,,,,,"Clamp Ring Forceps",,,,,
,16,,2,,0,,,-2,,,"510415",,,,,,"Crile Wood Needle Holder Tc 9""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECLI002",,,,,,,,,,,"S/N:",,"007",,,,"PACEMAKER IMPLANT 7",,,,,
,5,,4,,3,,,-1,,,"BF463R",,,,,,"Clamp Towel Clip 5-1/8"" Non Perf",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"ECLI022",,,,,,,,,,,"S/N:",,"002",,,,"MINOR TRAY TX CLINIC",,,,,
,7,,1,,0,,,-1,,,"BD222R",,,,,,"Forceps Adson W/O Teeth",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL001",,,,,,,,,,,"S/N:",,"001",,,,"EXCISION KIT DERM CLINIC 1",,,,,
,4,,1,,0,,,-1,,,"5-306",,,,,,"Iris Scissors 4-1/2"" Cvd S/s",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"EXCISION KIT DERM CLINIC 2",,,,,
,2,,1,,0,,,-1,,,"9-100",,,,,,"Spencer Stitch Scissors 3-1/2"" Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"EXCISION KIT DERM CLINIC 3",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"EXCISION KIT DERM CLINIC 4",,,,,
,3,,1,,0,,,-1,,,"5-300",,,,,,"Iris Scissors 4"" Str S/s",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"EXCISION KIT DERM CLINIC 5",,,,,
,5,,1,,0,,,-1,,,"7-8",,,,,,"Halstead Mosquito Clamp 5"" Str Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EDERMCL002",,,,,,,,,,,"S/N:",,"002",,,,"FACE KIT DERM CLINIC 2",,,,,
,4,,1,,0,,,-1,,,"105-84-1",,,,,,"Siegel Knife Handle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU003",,,,,,,,,,,"S/N:",,"002",,,,"MAJOR GU PAN 1 2",,,,,
,37,,2,,0,,,-2,,,"BM078R",,,,,,"Needle Holder Hegar TC 9-3/4"" Hvy Serr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU004",,,,,,,,,,,"S/N:",,"002",,,,"MAJOR GU PAN 2 2",,,,,
,33,,2,,1,,,-1,,,"OM671R",,,,,,"Yankauer Suction Tube 11-1/4"" 4.8mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU008",,,,,,,,,,,"S/N:",,"001",,,,"PROSTATECTOMY 1",,,,,
,21,,1,,0,,,-1,,,"MB768R",,,,,,"Gil Vernet Retractor 11-1/4"" 13mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU022",,,,,,,,,,,"S/N:",,"001",,,,"JEWITTS SOUNDS STRAIGHT 1",,,,,
,4,,1,,0,,,-1,,,"GU 4060-012",,,,,,"Jewitts Sounds 12 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"JEWITTS SOUNDS STRAIGHT 2",,,,,
,11,,1,,0,,,-1,,,"GU 4060-026",,,,,,"Jewitts Sounds 26 Fr.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU028",,,,,,,,,,,"S/N:",,"001",,,,"MAJOR VASCULAR GU 1",,,,,
,23,,1,,0,,,-1,,,"35-1505",,,,,,"Suction Tip Yankauer  Pediatric (Cherry Tip)",,,,,
,40,,1,,0,,,-1,,,"355092",,,,,,"Garrett Dilator 1.5mm 22Cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGU029",,,,,,,,,,,"S/N:",,"003",,,,"LIGASURE APPLIERS 3",,,,,
,5,,1,,0,,,-1,,,"LS2110",,,,,,"Right Angle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN006",,,,,,,,,,,"S/N:",,"001",,,,"D&C 1",,,,,
,43,,1,,0,,,-1,,,"212750",,,,,,"Sims Uterine Curette 11"" Sharp #1 Mall",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"D&C 7",,,,,
,10,,1,,0,,,-1,,,"EO085R",,,,,,"Bozemann Douglas Forceps 10-1/4"" S-Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN010",,,,,,,,,,,"S/N:",,"001",,,,"DILATOR PRATT GYN 1",,,,,
,2,,1,,0,,,-1,,,"EM271R",,,,,,"Pratt Uterine Dilators 11-1/2"" 3-15fr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN011",,,,,,,,,,,"S/N:",,"002",,,,"DILATOR SINGLE END 1/2 SZ/GYN 2",,,,,
,2,,1,,0,,,-1,,,"R28-710",,,,,,"1mm   Single - Ended Dilator",,,,,
,4,,1,,0,,,-1,,,"R28-711",,,,,,"2mm   Single - Ended Dilator",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EGYN046",,,,,,,,,,,"S/N:",,"005",,,,"TAH PAN 1 5",,,,,
,30,,1,,0,,,-1,,,"BC279R",,,,,,"Nelson Metz Scissors Tc 10-1/4"" Cvd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"008",,,,"TAH PAN 1 8",,,,,
,29,,1,,0,,,-1,,,"BC559R",,,,,,"Scissors Mayo TC 9"" Cvd Blvd Bld",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D002",,,,,,,,,,,"S/N:",,"003",,,,"C-SECTION INST L & D 3",,,,,
,4,,6,,5,,,-1,,,"BH167R",,,,,,"Clamp Criles  Cvd 6""",,,,,
,10,,8,,7,,,-1,,,"BF122R",,,,,,"Clamp Ring Forceps",,,,,
,13,,1,,0,,,-1,,,"BC547R",,,,,,"Scissors Mayo Str 6-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"C-SECTION INST L & D 7",,,,,
,23,,1,,0,,,-1,,,"BD222R",,,,,,"Forceps Adson W/O Teeth",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"013",,,,"C-SECTION INST L & D 13",,,,,
,19,,1,,0,,,-1,,,"BD611R",,,,,,"Forceps Ferris Smith  7"" 2x3/th",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D003",,,,,,,,,,,"S/N:",,"001",,,,"D&C INST L & D 1",,,,,
,22,,1,,0,,,-1,,,"ER101R",,,,,,"Simon Uterine Scoop 9-1/2"" 6.8mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EL&D011",,,,,,,,,,,"S/N:",,"002",,,,"VAGINAL DELIVERY SET-UP 2",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"015",,,,"VAGINAL DELIVERY SET-UP 15",,,,,
,14,,2,,1,,,-1,,,"EL577R",,,,,,"Jackson Vag Speculum 7"" Concvd 76x38mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"020",,,,"VAGINAL DELIVERY SET-UP 20",,,,,
,4,,4,,3,,,-1,,,"BH443R",,,,,,"Clamp Pean (Kelly) 6-1/4"" Cvd.",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT002",,,,,,,,,,,"S/N:",,"001",,,,"A/O 3.0MM CANNULATED SCREW SET 1",,,,,
,4,,2,,1,,,-1,,,"310.221",,,,,,"Drill Bit Cannulated 2.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT006",,,,,,,,,,,"S/N:",,"001",,,,"A/O 3.5MM CANNULATED SCREW SET 1",,,,,
,53,,2,,1,,,-1,,,"205.028",,,,,,"Screw 28mm",,,,,1
,54,,2,,1,,,-1,,,"205.030",,,,,,"Screw 30mm",,,,,1
,55,,2,,1,,,-1,,,"205.032",,,,,,"Screw 32mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT007",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.0MM CANNULATED SCREW SET 1",,,,,
,25,,3,,2,,,-1,,,"207.624",,,,,,"Screw 24mm",,,,,
,26,,3,,1,,,-2,,,"207.626",,,,,,"Screw 26mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O 4.0MM CANNULATED SCREW SET 2",,,,,
,50,,2,,1,,,-1,,,"207.736",,,,,,"Screw 36mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT008",,,,,,,,,,,"S/N:",,"001",,,,"A/O 4.5MM CANNULATED SCREW SET 1",,,,,
,54,,2,,1,,,-1,,,"214.730",,,,,,"Screw 30mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT014",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.0MM CANNULATED SCREW SET 1",,,,,
,34,,2,,1,,,-1,,,"209.085",,,,,,"Cann Screw 7.0x85mm/32mm Thrd",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT015",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.3MM CANN SCREWS FULL THRD & LONG 16 & 32 THRD 1",,,,,
,23,,2,,1,,,-1,,,"209.675",,,,,,"75mm",,,,,1
,30,,2,,1,,,-1,,,"209.710",,,,,,"110mm",,,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT019",,,,,,,,,,,"S/N:",,"001",,,,"A/O 7.3MM TI CANNULATED SCREW SET 1",,,,,
,47,,2,,1,,,-1,,,"408.840",,,,,,"Screw 40mm",,,,,
,50,,2,,1,,,-1,,,"408.855",,,,,,"Screw 55mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
